"Gender","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22"
"Male",5,5,6,4.8,6,3.6,15,4,3,3,4,52,25,30,3,"B",10,"L",4485,8095,2454
"Female",5,3,4.8,1.2,6,6,0,1,1,3,1,63,9,40,1,"B",0,"L",4556,6526,163
"Female",2,4,4.8,4.8,6,6,0,5,1,5,4,52,9,30,5,"B",0,"L",5182,5217,354
"Female",4,3,4.8,6,6,6,0,5,3,3,5,53,25,50,5,"P",0,"L",4894,9289,1638
"Female",3,1,6,2.4,6,2.4,11,4,2,1,3,31,9,30,2,"P",10,"D",1307,2299,1497
"Male",1,3,4.8,4.8,4.8,3.6,0,4,3,1,4,54,4,30,3,"P",0,"L",79,4098,456
"Male",3,2,4.8,4.8,4.8,6,8,3,3,4,5,26,9,30,5,"P",196,"D",3680,3149,666
"Male",5,3,2.4,1.2,2.4,3.6,25,2,1,3,3,50,1,30,3,"P",0,"L",9643,6996,495
"Female",4,3,6,3.6,6,1.2,0,4,3,5,1,26,1,10,1,"B",32,"L",9243,7567,2496
"Female",2,1,4.8,2.4,3.6,4.8,7,0,1,4,2,67,9,50,0,"P",8,"L",5538,9971,239
"Female",1,4,6,4.8,1.2,4.8,0,2,1,3,5,29,25,30,4,"B",28,"L",3084,1863,468
"Male",3,1,4.8,6,3.6,4.8,24,5,3,3,5,53,16,40,4,"P",0,"L",36,6714,2724
"Female",2,5,4.8,2.4,4.8,3.6,59,2,3,1,4,21,16,30,2,"B",40,"L",9012,7059,1449
"Female",4,1,4.8,4.8,1.2,6,8,4,3,3,4,52,16,50,5,"P",0,"L",4152,4250,3836
"Male",2,1,4.8,4.8,6,6,13,2,1,5,4,42,9,10,2,"B",0,"L",2525,3587,587
"Female",5,4,4.8,3.6,3.6,3.6,0,4,1,3,3,43,9,10,3,"B",0,"D",1697,2956,537
"Male",5,2,3.6,4.8,2.4,4.8,0,4,3,5,4,42,16,40,4,"B",0,"L",8018,8944,2583
"Female",2,2,2.4,1.2,4.8,3.6,14,1,1,1,3,23,9,40,3,"B",0,"D",817,9276,1750
"Female",5,4,4.8,4.8,4.8,1.2,0,5,3,3,4,58,16,10,3,"P",52,"L",3411,4094,813
"Male",3,1,4.8,6,4.8,0,0,3,3,1,4,25,25,50,2,"B",0,"D",1217,9481,544
"Male",3,3,6,1.2,6,4.8,19,1,3,5,1,55,25,40,0,"B",0,"L",434,2407,130
"Female",1,5,4.8,4.8,6,6,2,4,1,4,4,23,16,30,3,"B",0,"L",2606,1243,964
"Male",3,4,6,3.6,4.8,2.4,27,4,3,3,3,42,16,20,4,"B",0,"L",1874,470,707
"Female",5,2,2.4,3.6,1.2,0,70,4,3,4,3,57,16,10,0,"P",0,"L",1826,5120,328
"Female",4,2,6,1.2,6,2.4,0,2,2,5,4,27,9,30,2,"B",34,"D",4427,2901,762
"Female",2,3,2.4,6,6,6,0,2,1,3,5,60,25,40,2,"B",29,"L",5064,8463,335
"Female",1,3,1.2,1.2,1.2,6,0,3,1,5,4,28,9,50,4,"B",17,"D",5769,2031,102
"Female",1,1,3.6,6,1.2,1.2,0,1,1,4,5,53,4,30,1,"B",1,"L",3246,956,634
"Male",5,2,6,4.8,6,2.4,6,4,2,5,2,25,9,10,1,"P",0,"L",3213,7604,542
"Male",1,5,3.6,1.2,6,4.8,10,4,1,1,1,68,1,40,4,"P",0,"L",8128,4310,281
"Female",2,0,6,1.2,2.4,3.6,0,2,1,3,1,22,9,10,3,"B",2,"D",474,7899,972
"Female",3,1,6,1.2,3.6,4.8,0,2,1,1,4,38,9,40,4,"B",2,"L",850,6983,473
"Male",1,3,3.6,6,3.6,1.2,0,5,3,3,5,45,16,20,2,"P",0,"L",9295,5129,2455
"Male",3,4,3.6,3.6,6,6,0,4,1,4,4,18,9,10,2,"P",38,"L",2781,465,936
"Male",1,4,6,2.4,1.2,6,47,1,1,1,2,12,25,20,3,"P",0,"L",8939,6237,369
"Male",3,1,2.4,4.8,3.6,4.8,27,4,2,3,3,30,4,40,2,"B",7,"L",3145,2951,368
"Female",2,4,4.8,6,4.8,3.6,0,5,3,4,5,48,25,40,4,"P",41,"L",2013,339,3457
"Female",2,5,4.8,4.8,6,4.8,0,5,1,3,4,8,4,30,2,"P",0,"L",565,1241,834
"Female",0,4,4.8,4.8,3.6,3.6,1,4,3,2,5,40,16,40,3,"B",4,"D",7577,946,762
"Male",3,1,6,4.8,2.4,3.6,0,4,3,3,4,50,25,30,3,"B",0,"L",402,5543,2182
"Male",2,1,3.6,6,6,4.8,0,4,1,5,5,63,16,40,4,"B",16,"L",5368,5395,717
"Male",3,1,6,6,4.8,3.6,8,4,3,1,4,28,16,30,3,"B",7,"D",5167,3480,746
"Female",3,2,3.6,3.6,4.8,4.8,0,3,1,1,4,44,25,40,1,"B",0,"L",968,1972,642
"Female",1,3,4.8,4.8,1.2,4.8,5,4,3,5,4,35,9,40,4,"P",0,"L",3733,5859,1084
"Female",1,2,4.8,6,6,4.8,0,3,3,5,4,38,25,40,4,"B",0,"L",5758,3191,2296
"Male",4,5,6,6,4.8,0,0,2,3,5,4,29,16,30,0,"B",0,"D",9752,6133,761
"Female",3,2,4.8,4.8,3.6,2.4,0,5,3,5,4,38,25,20,4,"B",0,"L",3412,4412,358
"Female",3,3,3.6,6,6,1.2,0,5,3,3,5,52,16,10,1,"P",0,"L",7808,8852,130
"Male",5,5,6,6,3.6,4.8,0,5,3,4,5,55,9,40,4,"B",0,"L",40,828,712
"Female",2,2,6,1.2,6,1.2,19,1,3,4,1,40,4,10,1,"B",4,"L",1296,4689,1622
"Female",2,1,6,4.8,6,3.6,1,4,3,5,4,45,16,30,4,"P",30,"L",9025,6987,3187
"Male",2,2,4.8,3.6,2.4,6,6,3,3,2,3,58,16,50,5,"B",0,"L",8201,7137,1820
"Male",3,3,2.4,2.4,6,6,0,2,2,4,4,36,25,10,2,"P",6,"L",779,8232,204
"Male",5,2,3.6,6,4.8,6,0,5,3,3,5,48,9,50,5,"B",10,"L",9407,4696,3551
"Female",3,1,4.8,4.8,4.8,1.2,0,4,3,4,4,44,9,10,1,"B",194,"L",7566,92,1865
"Female",5,2,3.6,3.6,3.6,3.6,0,5,3,4,4,30,9,30,3,"B",7,"L",2928,9913,3359
"Female",3,1,4.8,6,6,6,160,3,2,1,3,29,1,50,5,"B",22,"L",2923,4718,1363
"Female",3,2,6,1.2,1.2,1.2,0,5,1,4,3,16,4,40,2,"P",0,"L",58,7977,936
"Male",3,4,3.6,1.2,6,3.6,0,1,1,4,1,47,1,30,3,"B",78,"L",1649,1004,967
"Female",3,4,2.4,3.6,2.4,4.8,0,2,2,5,5,23,16,40,4,"B",0,"L",5841,365,101
"Male",4,0,4.8,2.4,2.4,3.6,0,2,3,4,2,46,9,40,4,"B",0,"L",2356,3020,3282
"Male",4,2,2.4,4.8,6,2.4,0,4,3,3,4,44,9,30,3,"P",0,"L",5874,3498,1619
"Male",5,2,3.6,4.8,3.6,4.8,0,2,1,3,1,37,1,40,4,"P",1,"L",5718,9068,158
"Male",5,3,6,4.8,1.2,4.8,0,4,3,4,4,52,25,40,4,"B",25,"L",2589,9640,3928
"Female",4,4,2.4,2.4,4.8,4.8,47,3,1,1,2,54,16,40,3,"B",0,"L",7730,1843,937
"Female",2,0,4.8,4.8,6,6,0,4,3,5,4,46,25,50,5,"P",103,"L",117,4840,854
"Female",2,1,6,2.4,6,4.8,0,4,1,3,4,70,16,40,4,"B",0,"L",8849,6655,1823
"Male",4,4,4.8,1.2,6,2.4,0,3,1,5,3,58,1,20,2,"B",84,"L",3462,6313,102
"Female",1,1,6,3.6,4.8,2.4,0,3,1,2,4,39,4,40,2,"P",0,"L",2662,2801,264
"Female",4,1,3.6,4.8,2.4,6,30,1,3,5,4,70,25,40,1,"B",0,"L",550,2862,543
"Female",5,2,3.6,6,3.6,6,177,5,1,4,5,34,16,10,4,"P",62,"L",4841,6808,763
"Female",4,3,3.6,3.6,2.4,2.4,12,4,1,1,3,63,16,40,2,"B",0,"L",3804,8742,370
"Female",4,3,3.6,6,4.8,3.6,61,5,3,4,5,60,25,30,4,"B",0,"L",3423,7504,192
"Male",4,1,6,4.8,1.2,1.2,32,4,3,5,4,55,9,10,1,"B",0,"L",7739,5105,2093
"Male",1,4,3.6,3.6,4.8,6,0,5,3,3,4,52,25,10,5,"P",42,"D",147,9714,587
"Male",5,2,4.8,2.4,6,4.8,10,2,3,1,2,72,1,40,4,"B",8,"L",2360,749,214
"Female",4,0,2.4,6,1.2,6,0,5,1,2,5,39,25,40,4,"P",1,"L",7344,2720,147
"Male",3,1,2.4,3.6,6,1.2,0,3,1,2,3,72,1,50,5,"P",0,"L",1643,9463,1452
"Male",5,4,4.8,4.8,6,2.4,0,4,1,1,1,29,9,10,2,"B",0,"D",8791,9639,900
"Female",5,5,3.6,3.6,6,0,3,1,1,4,5,31,16,30,0,"P",32,"L",5209,7374,591
"Male",3,3,4.8,3.6,4.8,6,4,5,2,3,4,13,1,50,5,"B",11,"L",4536,8495,677
"Male",1,3,6,6,4.8,6,1,2,3,5,5,27,16,40,0,"B",0,"L",9358,8888,1399
"Male",1,2,3.6,6,6,4.8,1,4,3,5,5,35,1,40,5,"P",0,"L",1608,9185,1448
"Female",2,1,6,4.8,2.4,2.4,17,1,1,2,4,24,9,30,2,"B",10,"L",263,6117,314
"Female",5,3,6,1.2,2.4,6,48,4,1,3,3,27,9,30,5,"B",12,"D",4455,5477,1598
"Female",2,3,4.8,6,4.8,3.6,38,3,1,2,5,58,4,30,3,"B",44,"L",2227,297,407
"Male",5,3,2.4,4.8,3.6,0,0,3,1,4,4,54,16,30,3,"P",0,"D",9118,7697,198
"Female",2,2,4.8,2.4,4.8,1.2,0,2,3,3,2,54,9,10,1,"P",46,"L",5247,3077,2813
"Male",3,2,4.8,2.4,6,1.2,24,1,1,3,3,36,9,10,5,"P",8,"L",7066,5100,466
"Male",4,2,2.4,4.8,4.8,3.6,0,4,3,5,4,57,9,30,3,"B",0,"L",8525,5130,2591
"Male",4,3,6,6,1.2,1.2,0,5,3,3,3,9,25,20,2,"B",35,"L",1908,4640,972
"Female",2,3,1.2,4.8,3.6,1.2,1,4,3,4,4,49,9,10,5,"B",0,"L",8497,4219,1705
"Male",3,3,4.8,3.6,3.6,6,31,2,2,4,5,16,9,30,2,"B",0,"L",9137,9705,300
"Male",4,1,3.6,3.6,4.8,0,0,5,1,3,2,20,25,10,2,"B",11,"D",6093,129,119
"Male",5,4,6,3.6,2.4,2.4,3,4,3,4,3,73,1,20,2,"B",0,"L",9732,1905,261
"Female",5,2,6,2.4,4.8,1.2,0,5,1,5,3,29,4,30,2,"B",0,"L",3894,9969,488
"Female",5,3,4.8,6,6,1.2,0,2,3,4,5,27,16,10,1,"P",0,"L",6152,8925,834
"Female",4,2,2.4,3.6,6,0,14,3,3,4,5,27,9,40,0,"B",0,"D",1837,1329,130
"Male",4,3,3.6,4.8,3.6,3.6,3,4,3,5,4,48,9,30,3,"P",120,"L",3820,4906,297
"Female",4,4,2.4,2.4,4.8,4.8,0,4,1,1,3,43,4,40,4,"P",0,"L",8102,3553,639
"Female",1,1,3.6,3.6,6,4.8,93,4,1,2,5,53,25,30,2,"B",20,"L",294,7520,583
"Male",3,1,4.8,6,4.8,6,2,3,1,2,4,18,25,30,2,"P",1,"L",2344,5396,411
"Female",4,4,4.8,3.6,6,6,0,3,1,1,5,51,9,20,2,"B",20,"L",5346,1015,295
"Female",2,3,2.4,6,4.8,2.4,0,5,3,2,5,43,9,20,5,"P",0,"L",6032,3140,799
"Female",5,3,6,4.8,4.8,3.6,0,4,3,3,4,46,16,30,3,"B",102,"L",4643,7934,967
"Male",1,3,2.4,3.6,3.6,2.4,82,3,1,2,3,28,4,20,2,"P",37,"D",9329,886,733
"Female",4,3,4.8,4.8,3.6,6,27,5,1,3,5,24,9,10,1,"B",0,"L",7077,3154,562
"Female",4,4,4.8,2.4,6,1.2,15,5,1,5,2,25,1,20,1,"B",7,"D",479,2481,337
"Male",5,5,4.8,3.6,6,3.6,0,3,3,5,3,51,16,30,3,"P",0,"L",2524,6205,1821
"Female",4,2,4.8,3.6,2.4,6,0,5,2,2,4,22,25,40,5,"B",24,"L",7885,6683,301
"Male",4,1,4.8,2.4,4.8,6,20,3,1,5,2,43,16,10,3,"B",2,"L",4939,4142,1431
"Male",5,2,6,2.4,2.4,0,0,3,1,1,1,19,1,20,3,"P",0,"D",4439,3882,200
"Female",4,4,3.6,3.6,1.2,4.8,0,5,3,3,4,27,16,20,4,"B",0,"D",9156,9782,551
"Female",4,3,4.8,3.6,4.8,2.4,29,4,1,2,2,35,4,20,2,"B",5,"L",4042,1516,200
"Female",2,5,3.6,6,1.2,6,0,5,3,4,5,50,25,50,5,"B",4,"L",4389,3371,1895
"Male",4,5,3.6,6,4.8,3.6,0,5,3,3,5,46,9,30,3,"P",0,"L",5825,681,2537
"Female",2,1,6,4.8,3.6,4.8,0,3,1,3,5,31,9,20,4,"P",1,"L",5761,8876,352
"Male",5,3,6,3.6,6,6,21,4,3,4,4,22,1,10,1,"B",0,"L",6097,778,397
"Female",4,3,6,6,1.2,4.8,0,5,3,5,5,59,9,40,5,"B",0,"L",4270,1235,173
"Female",2,5,6,1.2,3.6,4.8,0,5,1,1,3,35,1,30,5,"B",12,"L",5719,1610,666
"Female",2,5,3.6,4.8,4.8,4.8,0,4,3,4,4,50,16,40,4,"B",0,"L",840,4388,920
"Female",4,1,2.4,6,4.8,6,9,2,1,2,5,61,16,40,3,"P",0,"L",2335,6435,2425
"Male",4,4,6,1.2,4.8,6,0,3,1,4,1,49,25,30,3,"B",0,"L",6467,9420,1723
"Female",5,2,4.8,2.4,1.2,3.6,0,2,3,5,2,49,9,30,3,"B",0,"L",2754,3554,414
"Male",2,3,4.8,6,6,2.4,0,4,3,2,4,38,9,10,2,"B",8,"D",3755,4816,834
"Male",1,3,6,6,4.8,6,0,1,1,5,5,18,1,40,5,"B",0,"L",82,3328,419
"Female",2,3,6,3.6,6,0,0,2,3,3,4,48,9,10,0,"P",77,"D",1624,4012,239
"Female",5,2,3.6,3.6,4.8,2.4,0,4,1,5,3,15,9,40,3,"B",0,"L",4591,6192,1416
"Female",3,3,4.8,3.6,2.4,4.8,0,3,1,3,3,51,9,10,3,"B",0,"L",9076,2562,297
"Male",3,4,1.2,6,6,4.8,0,5,3,3,5,50,16,40,4,"B",83,"L",788,2301,3175
"Female",1,3,4.8,6,2.4,2.4,18,2,3,4,4,17,9,20,2,"P",0,"L",5489,358,3389
"Male",3,2,3.6,4.8,1.2,2.4,4,4,3,4,4,71,16,20,2,"P",0,"L",8212,7058,3344
"Male",4,0,6,3.6,1.2,3.6,209,5,3,5,3,31,25,30,3,"P",0,"L",7055,2738,248
"Female",1,1,4.8,6,6,4.8,66,4,1,5,4,20,9,20,2,"P",0,"D",9507,2482,296
"Male",2,0,4.8,2.4,6,4.8,37,1,1,4,4,61,1,10,3,"B",34,"L",5401,1973,546
"Male",2,5,4.8,1.2,6,4.8,0,5,1,2,3,38,4,20,4,"P",0,"L",6331,1416,546
"Male",3,1,6,4.8,4.8,3.6,12,4,3,4,4,33,9,30,3,"P",0,"L",4736,6314,2448
"Male",4,3,6,6,6,6,0,2,1,5,5,65,16,40,2,"P",0,"L",4501,1625,993
"Male",3,4,3.6,1.2,4.8,4.8,0,1,1,2,1,44,4,30,1,"P",0,"L",6259,7715,444
"Female",5,4,3.6,2.4,2.4,3.6,0,1,2,5,4,26,4,30,3,"B",0,"L",2502,234,1134
"Male",2,5,6,3.6,2.4,4.8,38,2,2,1,4,36,9,40,4,"B",0,"L",5674,3133,77
"Female",5,3,2.4,1.2,6,6,0,1,2,1,1,54,4,50,5,"P",0,"L",4839,3260,349
"Female",5,3,6,4.8,6,2.4,0,4,3,1,5,34,9,10,2,"P",2,"D",8179,4201,785
"Female",5,3,3.6,3.6,1.2,4.8,0,4,1,1,3,28,9,40,2,"P",0,"L",2947,1740,502
"Female",2,3,3.6,4.8,1.2,3.6,14,5,3,4,5,24,4,30,3,"B",0,"L",6268,8199,1069
"Female",2,4,6,4.8,3.6,4.8,2,2,1,4,1,44,16,40,4,"P",2,"L",1333,300,867
"Female",1,5,3.6,4.8,4.8,3.6,0,4,3,4,4,49,25,30,3,"P",6,"L",5749,3205,529
"Male",5,1,3.6,4.8,2.4,1.2,0,2,3,4,2,17,4,10,1,"B",0,"L",8106,7046,3898
"Female",1,3,2.4,4.8,3.6,1.2,0,3,3,2,4,36,9,10,1,"B",135,"L",8392,898,2390
"Female",5,2,4.8,6,6,2.4,0,5,2,1,5,54,16,20,2,"B",46,"L",2905,7862,109
"Female",2,3,6,4.8,6,6,47,4,3,4,4,60,16,50,5,"B",7,"L",3048,346,248
"Female",3,1,3.6,1.2,4.8,1.2,0,5,1,2,2,15,16,20,3,"P",0,"L",1100,9351,687
"Female",5,2,3.6,3.6,4.8,0,16,5,3,4,4,25,16,40,4,"B",0,"D",981,3297,358
"Female",1,1,3.6,3.6,3.6,2.4,0,3,1,2,2,69,1,30,4,"P",0,"L",5419,3345,273
"Female",2,1,2.4,1.2,1.2,3.6,0,1,2,1,3,42,25,30,4,"B",0,"L",723,5377,733
"Female",1,1,1.2,4.8,4.8,3.6,0,4,3,3,4,57,9,30,3,"B",72,"L",1725,1381,3259
"Male",2,1,4.8,2.4,6,4.8,0,2,3,2,2,37,9,40,4,"B",0,"L",6240,1591,3996
"Male",5,5,6,4.8,4.8,6,0,4,3,3,4,61,25,50,5,"B",0,"L",9267,2575,413
"Female",3,3,3.6,4.8,2.4,1.2,8,4,3,4,4,63,25,10,1,"B",21,"L",623,107,190
"Male",5,4,2.4,4.8,6,4.8,36,4,3,5,5,26,1,40,4,"P",0,"L",7195,2818,489
"Male",1,1,3.6,3.6,1.2,4.8,0,4,3,5,5,30,25,40,4,"B",0,"L",9060,7027,1846
"Male",2,4,6,1.2,2.4,3.6,0,2,1,4,3,25,1,30,3,"B",6,"D",6869,9203,1371
"Male",4,3,2.4,4.8,6,6,133,5,1,3,1,61,9,20,2,"B",0,"L",4552,659,391
"Female",4,2,4.8,2.4,4.8,1.2,52,3,1,4,4,18,4,40,1,"P",2,"D",114,6441,926
"Male",4,1,2.4,1.2,4.8,4.8,47,2,1,5,5,22,16,40,4,"B",7,"L",4663,5630,1195
"Female",5,2,2.4,3.6,6,4.8,0,3,3,1,3,52,4,40,4,"B",22,"L",5496,8418,577
"Female",5,3,4.8,3.6,6,4.8,5,3,3,4,3,38,25,40,4,"P",35,"L",9590,7889,3699
"Male",2,2,2.4,4.8,6,6,38,3,3,4,4,54,1,50,5,"B",0,"L",4571,3292,3801
"Male",4,5,1.2,4.8,1.2,2.4,0,3,3,4,5,15,25,20,2,"P",23,"L",7214,1419,569
"Female",2,1,4.8,6,6,4.8,25,5,2,4,1,34,1,30,1,"B",7,"L",4414,469,432
"Male",5,3,6,6,4.8,4.8,6,5,1,1,4,19,9,10,4,"B",0,"L",7251,9252,1558
"Female",2,1,6,2.4,4.8,4.8,21,3,2,4,2,30,1,40,0,"B",0,"L",9116,5143,192
"Female",2,0,4.8,2.4,4.8,1.2,16,3,1,4,3,64,4,40,3,"P",2,"L",3119,2762,390
"Male",5,1,6,4.8,3.6,3.6,0,2,2,3,3,66,9,40,4,"B",162,"L",8514,5469,2527
"Male",4,3,4.8,2.4,1.2,3.6,132,3,1,5,4,66,25,20,3,"B",0,"L",5715,4818,337
"Female",1,2,4.8,3.6,3.6,4.8,0,5,3,4,3,56,16,40,5,"B",0,"L",8580,5693,2342
"Male",5,4,6,4.8,6,4.8,0,4,3,4,4,35,9,40,4,"B",83,"L",6460,61,833
"Male",4,3,6,2.4,1.2,3.6,38,5,1,3,3,27,16,40,3,"B",0,"D",2851,419,1276
"Female",5,5,6,6,2.4,6,0,4,1,2,5,70,16,20,4,"B",17,"L",276,8997,645
"Female",5,3,4.8,6,4.8,1.2,0,4,3,4,4,10,25,10,1,"B",2,"L",6997,6136,1597
"Female",2,3,6,3.6,1.2,3.6,7,5,1,1,4,44,9,30,3,"B",107,"L",3432,184,307
"Male",5,3,4.8,6,1.2,1.2,10,2,3,2,4,33,16,10,1,"B",19,"D",7905,6759,216
"Female",5,2,6,3.6,3.6,6,6,2,1,5,4,23,16,30,4,"B",0,"L",2276,1341,1642
"Male",4,2,2.4,3.6,4.8,4.8,0,4,1,3,5,7,16,50,0,"P",27,"L",8868,1620,362
"Male",2,4,2.4,6,6,2.4,0,5,3,4,5,47,16,20,2,"B",0,"L",8365,6905,1182
"Female",3,5,3.6,4.8,6,2.4,4,5,1,3,4,41,16,40,1,"B",12,"L",1461,757,896
"Male",3,2,3.6,4.8,4.8,2.4,0,3,3,5,4,21,9,20,2,"B",0,"L",6782,338,1012
"Female",5,3,4.8,2.4,3.6,0,0,3,1,4,1,31,9,30,0,"P",5,"L",8571,668,2248
"Female",3,1,6,6,3.6,4.8,3,5,3,1,5,34,25,40,4,"P",0,"L",7789,5660,3144
"Male",2,3,2.4,4.8,6,2.4,14,3,1,1,4,22,9,50,2,"B",0,"D",9450,2825,950
"Female",3,3,6,3.6,4.8,1.2,21,5,3,4,5,31,25,10,1,"B",0,"L",1,9836,2722
"Female",3,2,2.4,4.8,6,4.8,0,4,3,5,4,59,25,40,4,"P",13,"L",55,8502,3887
"Male",5,5,4.8,4.8,4.8,1.2,0,4,3,4,4,35,16,10,1,"B",0,"L",818,4251,1733
"Male",3,1,3.6,3.6,3.6,4.8,0,5,3,3,5,27,9,40,4,"B",0,"D",1489,1605,1235
"Male",5,5,4.8,1.2,4.8,3.6,29,5,1,4,2,7,1,30,5,"B",0,"L",6312,2707,309
"Male",5,4,6,2.4,6,2.4,0,2,1,3,2,18,4,10,2,"P",0,"D",5991,5164,1416
"Male",4,1,2.4,4.8,4.8,6,9,4,3,4,4,40,25,30,3,"P",0,"L",9522,312,954
"Male",4,2,4.8,3.6,4.8,2.4,23,3,3,1,3,38,9,20,2,"B",24,"L",4546,3647,2374
"Male",1,4,3.6,3.6,2.4,6,0,4,3,5,3,48,16,50,5,"B",14,"L",1460,1275,2586
"Female",4,5,3.6,3.6,3.6,4.8,0,3,3,1,3,44,4,40,4,"B",0,"L",6932,25,1048
"Female",4,5,6,4.8,2.4,3.6,0,5,1,4,5,50,16,30,3,"B",0,"L",3045,3007,631
"Female",4,4,6,6,3.6,1.2,0,4,1,1,5,52,16,40,4,"B",0,"L",8367,5767,125
"Male",5,2,2.4,4.8,4.8,1.2,0,4,3,5,4,34,9,10,1,"P",0,"L",1259,1524,728
"Female",2,3,2.4,4.8,6,2.4,0,5,3,5,4,60,16,20,2,"B",19,"L",557,2614,683
"Female",4,2,6,6,4.8,4.8,0,5,3,5,4,52,9,50,4,"B",8,"D",7343,8510,631
"Male",2,4,4.8,3.6,3.6,6,45,2,3,1,5,26,25,40,5,"B",6,"D",3932,116,522
"Female",1,2,6,4.8,4.8,2.4,0,4,3,3,4,49,16,20,2,"P",0,"L",9390,7910,134
"Male",2,2,2.4,2.4,1.2,4.8,0,5,3,4,4,26,4,40,4,"B",0,"L",8796,8734,463
"Female",5,3,4.8,1.2,1.2,1.2,0,1,1,2,1,48,1,30,1,"B",8,"L",422,3538,731
"Male",5,3,6,2.4,6,2.4,0,2,2,2,2,43,9,20,2,"B",44,"L",6366,733,413
"Female",4,5,3.6,6,4.8,6,0,3,1,5,3,25,25,10,5,"P",0,"D",3653,6825,1028
"Male",3,1,4.8,3.6,3.6,4.8,0,2,1,5,3,44,16,30,2,"B",0,"L",6914,122,547
"Male",3,2,1.2,6,1.2,1.2,1,5,1,2,5,55,9,10,1,"B",4,"L",1546,3529,82
"Male",2,5,6,4.8,4.8,2.4,17,4,3,3,4,43,25,20,2,"B",0,"L",6865,9168,2011
"Female",3,4,4.8,6,4.8,6,3,5,3,5,5,38,9,10,0,"B",0,"L",5153,2991,158
"Male",3,2,6,3.6,2.4,4.8,41,2,1,4,4,58,16,40,3,"B",0,"L",9543,5206,190
"Male",2,4,4.8,3.6,4.8,6,0,3,1,1,5,13,25,30,3,"B",0,"L",874,7458,228
"Male",4,4,6,4.8,2.4,1.2,10,4,3,4,4,54,16,10,1,"B",301,"L",4950,4132,1741
"Male",2,1,1.2,4.8,1.2,2.4,0,4,1,3,4,28,16,30,1,"B",10,"L",3247,6813,1995
"Male",3,2,3.6,3.6,1.2,6,0,2,3,3,4,40,9,50,5,"B",66,"L",215,6014,2917
"Male",5,1,4.8,4.8,1.2,6,0,3,2,5,3,17,9,50,5,"B",0,"L",4320,739,405
"Male",5,2,6,4.8,6,3.6,0,4,3,5,5,25,25,30,3,"P",0,"L",9989,5976,3433
"Male",1,1,4.8,6,4.8,1.2,0,5,3,4,5,45,16,10,1,"B",0,"L",7873,5318,3015
"Female",4,4,1.2,1.2,6,6,27,3,1,2,1,62,1,50,3,"B",0,"L",1442,3265,630
"Female",1,4,1.2,3.6,1.2,4.8,0,1,1,3,3,69,9,40,2,"B",0,"L",3195,3370,944
"Female",3,1,3.6,1.2,4.8,0,0,1,1,2,3,37,25,40,4,"P",103,"D",1666,9916,404
"Male",1,2,4.8,4.8,2.4,2.4,12,4,3,4,4,45,16,20,2,"P",5,"L",5891,7653,833
"Male",3,4,6,3.6,3.6,6,20,2,3,4,3,25,16,50,5,"B",6,"L",8526,7212,1111
"Male",5,5,4.8,4.8,4.8,2.4,46,1,1,1,2,26,16,10,0,"B",13,"D",5943,7902,550
"Male",5,2,4.8,4.8,3.6,1.2,0,4,3,5,4,45,16,10,1,"B",6,"L",392,1428,156
"Female",2,3,4.8,2.4,6,1.2,18,1,3,1,2,51,4,10,1,"P",0,"L",6748,8732,2733
"Male",2,2,4.8,6,6,6,7,3,1,3,4,35,16,40,3,"B",0,"L",9951,9024,631
"Female",4,1,4.8,2.4,6,1.2,25,5,3,1,3,25,1,10,1,"B",0,"L",84,4269,3663
"Male",1,1,2.4,1.2,6,3.6,0,3,1,2,3,22,1,30,2,"P",0,"D",9797,6007,304
"Male",3,5,2.4,3.6,6,2.4,18,3,1,3,2,35,16,30,2,"B",0,"L",9976,3914,895
"Female",2,5,6,4.8,1.2,4.8,1,4,3,3,4,49,9,40,4,"B",7,"L",5958,4980,3016
"Female",2,2,2.4,4.8,4.8,1.2,0,4,3,4,5,30,16,10,1,"B",0,"L",3614,5444,2586
"Female",3,2,6,1.2,6,4.8,0,1,3,1,1,36,1,40,2,"B",52,"L",616,6496,2411
"Female",4,2,1.2,3.6,1.2,1.2,0,4,2,3,3,14,16,40,4,"B",18,"L",8220,4345,874
"Female",5,4,4.8,6,6,6,20,4,1,4,4,34,9,20,4,"B",23,"L",4358,4322,283
"Male",3,3,6,3.6,3.6,6,0,2,1,2,5,39,16,30,3,"P",0,"L",4150,274,1065
"Male",2,3,4.8,2.4,3.6,6,2,2,1,5,2,63,9,10,2,"B",7,"L",7439,4711,328
"Female",5,2,4.8,4.8,3.6,4.8,0,4,1,5,4,20,25,30,3,"B",91,"L",1289,4476,1592
"Female",4,2,6,4.8,4.8,0,5,3,3,4,5,23,16,40,4,"B",13,"D",6765,1469,3904
"Female",3,2,3.6,6,1.2,4.8,2,4,3,1,5,37,9,30,4,"B",0,"D",8404,5425,468
"Male",2,2,6,1.2,6,1.2,0,1,1,5,3,20,4,30,2,"P",0,"L",5804,3190,1464
"Male",3,3,2.4,2.4,1.2,3.6,0,1,3,1,4,32,4,30,3,"P",87,"L",9335,5436,135
"Male",2,1,3.6,3.6,4.8,4.8,0,3,3,3,3,42,16,40,4,"P",163,"L",3629,2360,2045
"Male",3,0,1.2,2.4,6,1.2,47,5,1,5,3,24,9,30,1,"P",0,"D",8991,3430,998
