"Gender","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","class"
"Female",2,1,4.8,3.6,4.8,6,0,2,1,3,3,42,25,30,2,"B",0,"L",2201,939,620,"N"
"Female",2,2,2.4,2.4,3.6,3.6,0,3,1,5,3,29,9,30,3,"B",0,"D",8031,651,1524,"N"
"Male",4,3,4.8,4.8,4.8,1.2,21,2,1,1,4,62,1,20,2,"B",13,"L",8977,3268,541,"N"
"Female",5,2,4.8,4.8,4.8,1.2,12,4,1,5,1,46,16,10,1,"P",0,"L",2238,7790,125,"Y"
"Female",4,3,1.2,6,3.6,1.2,0,5,3,3,5,56,25,10,1,"P",11,"L",13,5226,1438,"Y"
"Male",2,3,3.6,2.4,3.6,6,4,2,3,4,2,50,16,50,5,"B",0,"L",4388,2959,2574,"N"
"Male",3,5,4.8,3.6,4.8,2.4,0,3,1,2,3,39,16,30,2,"B",0,"L",6362,2180,2402,"N"
"Male",3,4,4.8,2.4,4.8,6,0,2,3,4,2,35,1,50,5,"P",0,"L",2237,2666,337,"N"
"Male",1,3,3.6,4.8,2.4,4.8,0,4,3,4,4,58,25,40,4,"P",0,"L",9848,6208,2930,"Y"
"Female",2,3,3.6,2.4,4.8,2.4,24,2,1,2,2,51,16,20,2,"P",0,"L",1367,2046,666,"N"
"Female",3,2,6,4.8,4.8,3.6,0,4,1,2,4,44,9,30,3,"B",33,"L",2133,3064,265,"Y"
"Female",1,3,6,6,1.2,6,0,5,3,5,5,38,16,50,5,"B",49,"L",8646,5712,909,"Y"
"Male",2,4,4.8,6,4.8,0,3,2,1,3,5,20,25,50,4,"B",0,"D",1576,8547,486,"Y"
"Female",4,0,6,4.8,3.6,1.2,2,3,3,4,5,17,9,10,1,"B",0,"L",2974,159,386,"Y"
"Male",3,4,1.2,4.8,1.2,3.6,0,4,3,2,4,41,16,30,5,"B",30,"L",9618,3506,872,"Y"
"Male",3,2,4.8,6,6,4.8,4,4,1,4,5,48,25,40,4,"B",0,"L",9219,3668,337,"N"
"Male",2,2,6,4.8,6,4.8,4,4,3,3,4,50,25,40,2,"B",77,"L",1282,9682,3628,"Y"
"Male",2,4,6,3.6,3.6,3.6,31,3,3,3,3,43,16,30,3,"P",0,"L",9421,553,2447,"Y"
"Male",3,3,3.6,4.8,6,4.8,4,4,3,3,4,54,9,40,4,"P",0,"L",1681,2620,1719,"Y"
"Male",5,2,4.8,1.2,3.6,3.6,1,2,1,1,3,7,1,10,0,"B",0,"L",7713,2310,529,"Y"
"Female",1,2,2.4,4.8,3.6,1.2,0,4,3,5,4,39,1,10,1,"B",0,"L",244,1166,147,"Y"
"Female",2,1,6,2.4,6,4.8,0,2,3,2,2,47,1,40,5,"P",0,"L",4368,9486,931,"N"
"Female",4,1,6,4.8,6,6,67,3,1,3,4,56,9,30,3,"B",0,"L",6424,4351,999,"N"
"Male",3,4,6,6,1.2,2.4,0,4,3,4,4,27,25,10,2,"P",11,"D",6938,9565,1491,"N"
"Male",1,3,4.8,4.8,1.2,1.2,0,4,3,4,4,52,9,10,5,"P",0,"L",1006,590,2139,"Y"
"Female",5,3,6,2.4,4.8,2.4,0,2,3,4,2,43,16,20,2,"B",0,"L",804,2249,357,"Y"
"Female",1,3,2.4,2.4,6,2.4,0,3,3,5,2,44,25,20,2,"B",6,"L",5574,827,1850,"Y"
"Male",5,2,6,6,2.4,3.6,1,5,3,5,5,57,9,30,3,"B",48,"L",5975,5257,2005,"Y"
"Male",2,4,6,4.8,4.8,6,0,5,1,3,4,17,9,20,0,"P",37,"L",7610,1210,604,"Y"
"Female",4,2,3.6,4.8,4.8,2.4,17,3,3,4,4,63,4,40,3,"P",7,"L",9972,6961,632,"N"
"Female",2,1,6,6,4.8,4.8,0,5,3,3,5,26,16,20,3,"B",0,"D",5919,7927,227,"N"
"Male",4,2,2.4,3.6,3.6,3.6,0,3,3,3,3,58,25,30,3,"B",6,"L",9616,6380,377,"Y"
"Female",4,5,6,4.8,4.8,1.2,2,2,3,3,5,25,25,10,1,"B",0,"L",5905,9933,853,"Y"
"Male",4,2,4.8,6,1.2,4.8,0,2,3,5,4,20,25,40,4,"B",0,"L",3852,273,2247,"Y"
"Female",5,3,2.4,4.8,6,1.2,18,4,3,5,4,60,16,10,1,"B",178,"L",6523,2049,3752,"Y"
"Male",2,3,4.8,4.8,2.4,6,0,3,1,4,4,63,25,40,4,"P",0,"L",4974,2928,192,"Y"
"Female",5,2,4.8,4.8,6,0,7,2,3,2,4,25,25,20,5,"B",0,"D",6896,5875,802,"Y"
"Female",5,3,6,3.6,3.6,4.8,0,3,1,5,3,29,9,30,4,"P",15,"L",8308,2872,733,"N"
"Female",3,2,6,3.6,4.8,6,0,4,1,1,5,37,25,20,2,"P",68,"L",5861,8060,101,"N"
"Male",1,5,4.8,4.8,4.8,1.2,0,4,3,2,4,58,25,10,1,"P",0,"L",9582,1866,2212,"Y"
"Male",3,4,4.8,4.8,4.8,3.6,22,4,3,4,4,57,16,30,3,"P",108,"L",6657,2961,3685,"Y"
"Male",3,5,3.6,6,4.8,0,0,5,1,3,5,23,9,40,2,"B",47,"D",6875,7481,247,"N"
"Male",5,3,3.6,1.2,3.6,4.8,1,1,1,5,3,62,16,40,4,"B",2,"L",2759,7311,314,"Y"
"Female",1,5,2.4,4.8,6,3.6,8,4,3,5,4,40,9,30,3,"B",0,"L",4868,7207,3526,"Y"
"Female",4,0,6,4.8,3.6,3.6,5,4,3,3,4,43,16,50,5,"P",0,"L",5221,1700,1916,"Y"
"Male",5,1,4.8,2.4,4.8,3.6,0,3,1,3,2,46,1,30,3,"B",11,"L",7946,9144,1096,"N"
"Female",3,2,3.6,3.6,6,1.2,49,4,1,4,4,17,4,40,1,"B",8,"D",6503,9049,1324,"N"
"Male",3,3,3.6,6,2.4,6,0,5,3,4,5,44,4,40,4,"B",0,"L",7361,6580,2155,"Y"
"Male",4,3,3.6,2.4,4.8,4.8,0,3,3,2,2,47,4,30,3,"B",17,"L",5525,3503,157,"N"
"Female",2,2,6,4.8,6,4.8,0,4,3,5,4,57,9,40,1,"P",0,"L",3408,9335,3614,"Y"
"Female",5,3,3.6,2.4,2.4,4.8,2,2,1,4,2,41,16,40,4,"B",64,"L",1789,9653,86,"Y"
"Female",5,4,6,6,6,2.4,0,2,1,5,5,24,25,20,2,"B",181,"D",862,6515,985,"N"
"Female",2,4,4.8,4.8,3.6,1.2,0,1,1,2,4,23,1,40,4,"P",0,"D",1782,5845,377,"N"
"Male",3,1,4.8,3.6,4.8,2.4,3,3,1,2,2,39,4,20,2,"B",331,"L",1972,6217,366,"N"
"Female",3,4,3.6,2.4,2.4,2.4,0,2,1,4,3,16,4,40,4,"P",6,"L",9002,8550,268,"Y"
"Female",5,1,3.6,3.6,1.2,0,28,5,3,5,3,36,1,40,0,"P",31,"D",1250,4538,1076,"N"
"Female",1,3,4.8,3.6,3.6,4.8,0,2,1,1,4,20,9,40,4,"B",0,"D",2996,9383,1024,"N"
"Female",5,4,4.8,6,3.6,6,0,5,3,5,5,57,9,50,5,"B",0,"L",7682,1559,426,"Y"
"Female",1,1,4.8,2.4,6,4.8,0,3,1,2,1,55,16,50,5,"B",0,"L",238,6198,337,"Y"
"Male",4,3,6,3.6,6,0,0,4,1,3,4,24,16,30,1,"B",46,"D",486,5292,544,"N"
"Male",5,3,2.4,4.8,4.8,6,0,5,1,5,4,70,25,10,2,"B",0,"L",4673,6047,569,"N"
"Male",2,1,6,4.8,1.2,0,0,2,1,5,5,15,9,30,1,"B",3,"L",8063,4193,134,"N"
"Male",5,1,3.6,3.6,6,3.6,14,2,3,4,4,40,16,50,3,"B",0,"D",5347,5657,448,"N"
"Male",3,3,1.2,6,3.6,6,0,5,3,4,5,49,16,50,5,"B",0,"L",3258,348,214,"Y"
"Male",2,4,6,6,6,4.8,0,5,3,4,5,52,9,40,4,"B",109,"L",2865,9400,2979,"Y"
"Male",5,2,4.8,3.6,4.8,6,0,3,3,2,3,58,9,50,5,"P",7,"L",9999,8384,208,"N"
"Female",4,2,4.8,1.2,6,6,31,1,1,3,4,25,16,50,5,"P",0,"L",7349,7570,325,"N"
"Female",3,3,1.2,1.2,3.6,3.6,14,4,3,2,4,25,1,30,3,"B",120,"L",4046,767,3584,"N"
"Female",4,4,6,3.6,3.6,2.4,0,3,3,4,3,35,1,20,2,"P",3,"L",759,5452,1460,"N"
"Male",5,4,1.2,1.2,3.6,4.8,0,4,1,3,1,45,16,40,4,"P",85,"L",900,6973,544,"N"
"Female",4,3,4.8,3.6,2.4,4.8,158,5,1,2,4,9,4,20,3,"P",0,"L",2033,9508,1041,"N"
"Male",3,3,4.8,3.6,6,6,7,5,1,3,1,40,4,40,3,"P",40,"L",1207,3098,1105,"N"
"Male",3,4,4.8,3.6,4.8,6,0,1,1,5,3,66,25,10,1,"B",0,"L",3260,2678,509,"N"
"Male",4,5,1.2,1.2,3.6,3.6,81,1,3,4,3,31,16,40,4,"B",81,"L",668,2030,216,"N"
"Female",2,1,3.6,3.6,6,3.6,0,2,3,4,4,28,25,40,3,"B",0,"D",7939,1819,909,"N"
"Male",5,0,3.6,1.2,2.4,4.8,65,1,1,2,1,54,16,40,4,"P",0,"L",5388,3845,189,"N"
"Female",4,3,1.2,3.6,4.8,3.6,15,3,3,4,3,44,9,20,2,"P",31,"L",3759,3172,3431,"Y"
"Female",1,3,3.6,4.8,6,2.4,0,4,3,5,4,35,9,20,5,"P",5,"L",3725,5978,3774,"Y"
"Female",1,1,1.2,6,4.8,4.8,0,5,3,5,5,25,9,40,3,"P",0,"D",5864,9028,937,"N"
"Female",2,5,4.8,3.6,4.8,3.6,20,1,1,2,4,20,16,30,1,"B",77,"L",9020,4332,677,"N"
"Male",5,5,4.8,6,4.8,6,4,5,3,3,5,55,16,50,5,"B",0,"L",3348,7802,2475,"Y"
"Male",5,4,4.8,6,4.8,6,0,5,3,1,5,51,4,30,3,"B",42,"L",1055,55,2368,"Y"
"Male",3,3,6,3.6,4.8,0,5,0,3,3,3,36,16,30,0,"B",0,"L",575,9596,2050,"N"
"Female",4,3,3.6,3.6,6,4.8,0,2,1,5,3,68,9,30,2,"B",21,"L",6177,441,769,"N"
"Female",1,5,1.2,2.4,3.6,1.2,9,2,1,5,4,24,1,40,1,"P",1,"D",2665,7784,486,"N"
"Female",2,2,6,4.8,1.2,3.6,13,1,3,5,4,29,4,10,1,"B",0,"L",1964,1629,2026,"Y"
"Female",2,4,6,4.8,3.6,2.4,76,2,1,1,3,23,9,40,1,"B",39,"D",3886,6065,240,"N"
"Female",4,2,4.8,2.4,2.4,6,85,2,1,3,4,42,9,50,5,"P",0,"L",4019,6152,816,"N"
"Female",3,4,3.6,6,6,4.8,0,5,3,3,5,56,25,40,4,"B",36,"L",1420,1151,895,"Y"
"Male",5,1,4.8,4.8,4.8,4.8,0,2,1,2,3,59,1,40,4,"B",0,"L",1410,3300,677,"N"
"Male",5,5,4.8,6,6,1.2,0,5,3,4,5,39,9,10,1,"P",0,"L",8431,1702,2483,"Y"
"Female",3,1,3.6,2.4,3.6,3.6,0,1,1,3,4,43,4,30,3,"P",0,"L",4608,699,731,"N"
"Female",1,4,4.8,6,4.8,6,0,4,1,1,4,14,25,10,2,"B",0,"L",5501,4451,964,"N"
"Male",5,5,6,4.8,2.4,4.8,4,4,3,4,4,40,25,40,0,"P",0,"L",7599,7619,2356,"Y"
"Female",4,1,3.6,2.4,1.2,2.4,0,2,3,4,2,55,16,20,2,"P",6,"L",2972,1393,2370,"N"
"Female",4,4,4.8,6,3.6,1.2,0,5,3,3,5,74,9,10,3,"P",0,"L",1568,3536,222,"Y"
"Male",0,2,4.8,3.6,4.8,1.2,27,3,3,1,3,56,16,10,1,"B",126,"L",6667,1886,405,"N"
"Male",3,2,4.8,6,6,4.8,0,5,3,5,5,41,16,40,2,"B",6,"L",3108,2038,1635,"Y"
"Male",5,2,6,6,1.2,6,0,3,1,4,5,62,16,20,3,"B",16,"L",9153,8681,632,"N"
"Male",4,4,4.8,4.8,4.8,4.8,0,2,1,4,4,58,16,50,2,"B",0,"L",2697,1028,598,"N"
"Female",4,3,1.2,4.8,3.6,4.8,0,4,3,5,4,60,16,40,4,"B",0,"L",4171,2933,1725,"Y"
"Male",4,1,2.4,6,3.6,0,48,5,3,5,5,35,9,40,0,"B",0,"L",6710,3677,1676,"Y"
"Male",4,3,4.8,3.6,6,4.8,0,3,3,3,3,43,9,40,2,"P",0,"L",3277,7964,1546,"Y"
"Female",3,2,6,6,2.4,6,48,5,3,1,5,43,4,50,5,"B",12,"L",2797,1493,2324,"Y"
"Male",3,1,6,4.8,2.4,4.8,31,2,1,4,4,40,4,30,2,"B",0,"L",1822,2255,1076,"N"
"Male",1,1,4.8,4.8,2.4,3.6,5,4,3,2,4,53,1,30,3,"B",6,"L",2698,1764,2157,"N"
"Male",2,4,6,6,6,6,0,5,1,3,4,21,25,30,4,"B",0,"L",7924,2525,406,"N"
"Female",3,2,2.4,6,2.4,4.8,0,3,1,2,1,54,4,30,3,"B",0,"L",9615,3481,2611,"N"
"Female",3,1,3.6,6,1.2,4.8,1,3,1,5,5,57,25,30,4,"B",27,"L",6080,8521,425,"N"
"Female",1,4,4.8,2.4,1.2,1.2,12,2,2,3,2,48,16,10,1,"B",7,"L",543,7294,1499,"Y"
"Female",4,2,6,4.8,4.8,4.8,0,1,1,3,4,60,1,20,1,"B",38,"L",1505,8816,366,"N"
"Male",4,3,4.8,6,3.6,3.6,0,1,3,2,2,31,4,30,3,"B",31,"L",4726,4390,984,"N"
"Male",5,3,2.4,3.6,6,6,90,3,3,3,3,43,9,50,5,"P",0,"L",9280,865,3346,"N"
"Female",4,3,6,6,4.8,4.8,93,1,1,3,1,36,1,30,2,"B",6,"L",3960,8310,842,"N"
"Female",5,3,3.6,4.8,4.8,6,3,2,1,2,5,24,9,40,0,"P",0,"L",8758,6128,240,"N"
"Male",5,4,3.6,4.8,6,6,1,5,2,4,4,44,4,20,5,"B",0,"L",9147,6194,366,"Y"
"Male",1,2,4.8,4.8,4.8,6,0,3,1,5,5,51,9,30,3,"B",106,"L",3792,3942,436,"N"
"Male",3,4,6,2.4,4.8,6,0,1,2,4,2,44,4,50,5,"B",3,"L",1952,3291,1874,"Y"
"Female",3,5,4.8,2.4,1.2,2.4,11,4,1,2,4,43,4,30,3,"B",14,"L",9745,3118,2603,"N"
"Male",5,2,3.6,1.2,1.2,1.2,0,3,1,1,3,36,16,30,5,"B",0,"L",2213,2855,1464,"Y"
"Male",2,3,6,4.8,2.4,3.6,7,4,3,4,4,62,16,30,3,"P",0,"L",5697,8222,1176,"N"
"Female",4,3,2.4,4.8,4.8,4.8,0,1,1,2,4,33,1,30,3,"B",108,"L",6774,9871,427,"N"
"Male",5,4,3.6,2.4,6,2.4,0,1,1,2,3,47,16,30,3,"B",0,"L",9239,951,201,"N"
"Female",3,1,4.8,4.8,1.2,3.6,0,4,3,4,4,46,25,30,3,"B",0,"L",7837,1408,1895,"Y"
"Male",3,2,3.6,6,6,2.4,0,4,3,1,5,33,25,20,2,"P",0,"L",259,7658,2246,"Y"
"Female",2,3,6,4.8,2.4,6,5,4,2,2,4,32,16,20,2,"B",0,"L",1799,7642,363,"N"
"Male",3,4,3.6,1.2,6,2.4,0,3,1,5,3,24,1,30,3,"B",15,"L",282,7657,455,"N"
"Female",5,2,3.6,2.4,3.6,2.4,12,2,2,4,2,63,9,20,2,"P",64,"L",8699,5438,214,"N"
"Female",1,5,3.6,6,6,6,32,5,3,4,5,57,25,50,4,"B",139,"L",8301,3517,1846,"Y"
"Male",5,2,4.8,1.2,1.2,1.2,0,1,3,3,1,77,1,10,1,"B",7,"L",8724,6292,2039,"N"
"Female",4,0,4.8,3.6,6,6,0,5,1,3,1,41,1,50,5,"B",13,"D",7454,8692,115,"Y"
"Female",2,2,6,3.6,4.8,4.8,7,3,2,4,3,42,9,40,4,"B",0,"L",6716,2216,1262,"N"
"Male",2,4,2.4,3.6,4.8,4.8,0,5,3,3,5,29,25,40,4,"P",0,"L",7529,6853,1524,"Y"
"Male",3,3,6,6,3.6,1.2,0,5,3,4,5,47,9,10,1,"B",30,"L",4327,9125,255,"Y"
"Female",5,3,2.4,6,4.8,4.8,21,2,1,1,4,59,25,40,3,"P",0,"L",5342,4665,719,"N"
"Male",2,3,3.6,2.4,6,2.4,0,4,1,1,4,12,4,30,3,"P",0,"D",1177,521,591,"N"
"Male",5,1,6,4.8,1.2,0,0,4,1,1,5,23,9,20,3,"B",35,"D",1210,8768,479,"N"
"Female",3,4,2.4,4.8,1.2,6,0,4,1,1,4,32,9,50,4,"B",0,"L",5693,9241,414,"N"
"Female",1,2,4.8,6,4.8,3.6,33,5,3,3,5,41,9,30,3,"B",12,"L",921,8111,461,"Y"
"Female",4,4,3.6,3.6,2.4,2.4,0,1,3,4,3,29,16,20,2,"B",23,"L",6122,5984,3240,"N"
"Male",5,1,4.8,6,3.6,3.6,0,5,3,4,5,42,9,30,3,"B",0,"L",6683,1017,1769,"Y"
"Male",4,4,2.4,2.4,1.2,4.8,0,3,1,3,2,66,16,10,3,"B",87,"L",3442,9628,355,"N"
"Female",3,2,6,6,3.6,1.2,0,4,3,5,5,25,9,10,1,"B",0,"L",7851,3247,3549,"Y"
"Female",1,4,4.8,6,2.4,6,8,5,3,4,5,55,9,50,2,"B",0,"L",2069,8833,1888,"Y"
"Female",2,1,4.8,3.6,1.2,2.4,0,3,3,5,3,56,25,20,2,"P",0,"L",8820,9967,364,"Y"
"Female",4,2,4.8,6,6,1.2,0,5,3,4,5,39,9,10,1,"B",0,"L",9248,3478,2513,"Y"
"Male",1,5,3.6,1.2,6,4.8,21,4,3,3,2,33,1,40,4,"P",15,"L",3054,2134,259,"Y"
"Male",4,5,4.8,6,4.8,3.6,0,5,3,3,5,51,25,30,4,"B",8,"L",4818,3504,910,"Y"
"Male",1,3,4.8,6,4.8,1.2,6,5,1,5,3,53,25,10,1,"P",50,"L",8389,4270,677,"Y"
"Male",5,3,4.8,3.6,2.4,2.4,0,4,1,2,4,67,1,40,0,"P",13,"L",3854,9914,1096,"N"
"Male",2,1,2.4,3.6,1.2,0,0,5,3,1,4,23,9,40,4,"P",23,"D",7206,4629,1310,"Y"
"Male",2,2,4.8,4.8,6,3.6,34,1,1,3,2,52,9,50,3,"B",0,"L",536,3787,1014,"N"
"Male",5,5,4.8,3.6,1.2,3.6,3,3,3,3,3,51,16,30,3,"B",0,"L",3469,6218,861,"N"
"Female",5,2,6,6,6,4.8,0,3,1,5,5,25,25,10,2,"B",0,"L",6179,1655,1187,"N"
"Male",4,1,4.8,6,6,3.6,23,5,3,4,5,26,9,40,3,"B",59,"D",2725,9563,1044,"N"
"Female",2,4,4.8,2.4,4.8,1.2,38,3,1,4,3,13,16,30,1,"P",0,"D",7532,2659,2521,"N"
"Male",2,2,3.6,6,1.2,3.6,27,5,3,3,5,39,25,30,2,"P",0,"L",590,8752,2895,"Y"
"Female",4,2,4.8,1.2,4.8,4.8,0,2,2,5,1,26,9,40,4,"P",0,"L",7624,3355,376,"Y"
"Female",4,4,6,4.8,1.2,6,0,4,3,5,4,55,16,50,3,"P",0,"L",5655,477,2348,"Y"
"Male",5,1,6,6,4.8,0,4,3,1,4,1,45,16,20,2,"B",9,"D",9814,1793,300,"N"
"Male",4,2,6,6,4.8,2.4,0,2,1,3,4,9,9,30,1,"P",0,"L",3118,5741,130,"N"
"Male",4,3,4.8,2.4,2.4,1.2,7,2,3,4,2,39,9,10,1,"P",0,"L",950,9850,3028,"Y"
"Male",3,1,3.6,4.8,4.8,6,8,4,1,5,4,67,4,30,2,"B",0,"L",9092,2326,295,"N"
"Female",4,3,3.6,4.8,6,0,0,4,3,3,4,55,16,30,0,"B",0,"L",3972,3147,3546,"Y"
"Female",4,5,4.8,6,1.2,4.8,4,4,3,3,4,26,9,30,4,"B",0,"D",6019,228,577,"Y"
"Female",4,2,6,3.6,2.4,1.2,6,1,2,1,3,61,9,40,1,"P",0,"L",1368,2653,1199,"N"
"Female",5,4,3.6,4.8,2.4,4.8,0,4,3,3,3,18,16,40,4,"B",0,"L",1996,1375,539,"N"
"Female",4,3,1.2,2.4,3.6,1.2,0,5,2,5,4,24,4,40,2,"B",3,"L",6828,8612,544,"N"
"Male",1,3,3.6,3.6,4.8,0,0,4,1,4,4,50,16,40,3,"B",0,"D",2674,2114,458,"N"
"Male",2,3,4.8,6,4.8,4.8,7,5,3,4,5,46,25,40,5,"B",0,"L",8281,7189,1616,"Y"
"Male",4,5,6,6,2.4,2.4,0,5,3,3,4,19,25,20,2,"B",0,"L",8311,8897,643,"Y"
"Female",5,5,2.4,6,2.4,2.4,0,5,3,4,5,57,1,20,2,"P",77,"L",1128,2444,1936,"Y"
"Female",2,1,4.8,3.6,6,3.6,0,5,1,3,2,38,1,20,3,"B",15,"D",8441,5569,200,"N"
"Female",4,3,4.8,3.6,1.2,6,0,4,3,5,3,48,25,50,5,"B",0,"L",7766,6393,473,"Y"
"Male",3,1,6,4.8,3.6,3.6,0,5,3,4,4,23,9,30,3,"P",22,"L",5766,2433,1542,"Y"
"Male",2,2,4.8,6,4.8,0,0,3,3,5,4,30,16,20,0,"B",0,"D",1612,1811,999,"Y"
"Female",2,3,3.6,2.4,4.8,1.2,0,1,3,1,2,59,1,10,1,"B",0,"L",3240,8525,3380,"N"
"Male",4,2,4.8,2.4,4.8,6,24,2,3,4,2,32,16,50,5,"P",0,"L",9878,4641,1558,"N"
"Female",2,3,6,6,1.2,4.8,130,2,1,3,5,15,16,30,2,"B",38,"L",8178,5306,985,"N"
"Female",4,1,3.6,3.6,3.6,3.6,0,3,3,4,3,74,1,30,3,"B",0,"L",5424,5184,3589,"Y"
"Female",2,1,3.6,4.8,6,6,5,2,1,3,5,9,25,30,1,"B",10,"L",3000,3013,2588,"N"
"Male",2,2,2.4,4.8,1.2,6,27,3,1,2,4,38,25,50,4,"B",9,"L",9446,2745,951,"N"
"Female",5,2,3.6,4.8,2.4,6,0,4,3,1,4,62,25,50,5,"B",0,"L",6335,6518,157,"Y"
"Male",3,3,3.6,4.8,1.2,6,0,4,3,5,4,39,9,50,5,"P",0,"L",5957,6131,991,"Y"
"Male",2,1,2.4,1.2,1.2,2.4,7,2,1,4,5,51,1,20,2,"B",0,"L",1955,6703,692,"Y"
"Male",3,3,1.2,4.8,3.6,1.2,0,4,3,1,4,55,16,10,4,"B",0,"L",1175,5530,3142,"Y"
"Male",4,2,4.8,4.8,1.2,3.6,20,3,3,4,5,32,25,30,3,"P",9,"L",7663,5296,1371,"Y"
"Male",4,2,3.6,3.6,3.6,4.8,0,4,3,4,2,24,9,40,4,"B",6,"L",5664,4853,2824,"Y"
"Female",5,4,2.4,2.4,4.8,2.4,0,3,1,2,2,30,16,20,2,"B",55,"D",2453,6620,697,"N"
"Male",5,4,2.4,2.4,3.6,3.6,209,4,1,3,1,27,9,30,3,"P",0,"D",7757,1204,833,"N"
"Male",3,4,1.2,4.8,3.6,6,0,4,1,1,4,44,9,50,5,"B",29,"L",1228,8259,468,"N"
"Male",3,5,1.2,3.6,6,4.8,2,4,1,3,4,35,9,20,3,"P",0,"L",3705,8472,925,"N"
"Female",5,3,6,4.8,3.6,6,0,4,3,3,4,57,9,50,5,"B",5,"L",315,1221,214,"Y"
"Male",3,5,4.8,1.2,4.8,2.4,85,2,1,4,1,67,4,30,2,"B",0,"L",9987,3221,2381,"N"
"Male",5,4,4.8,2.4,4.8,2.4,0,3,2,3,4,28,16,40,3,"B",5,"L",4616,3177,813,"N"
"Female",5,1,2.4,1.2,2.4,6,0,1,1,1,3,54,1,20,2,"B",0,"L",6943,713,711,"N"
"Female",3,4,4.8,3.6,1.2,2.4,0,1,1,1,3,58,4,30,1,"B",7,"L",887,4484,602,"N"
"Male",2,5,4.8,4.8,1.2,1.2,0,4,3,3,4,38,16,10,1,"B",0,"L",8623,9829,3945,"Y"
"Female",3,5,2.4,2.4,4.8,2.4,172,4,3,5,3,57,25,20,2,"P",0,"L",7029,49,2441,"Y"
"Female",5,2,4.8,4.8,6,4.8,0,4,3,5,4,34,16,40,4,"P",69,"L",9383,1321,106,"Y"
"Male",1,2,6,4.8,3.6,4.8,0,2,1,4,5,9,16,10,4,"B",3,"L",5367,2913,308,"Y"
"Male",1,2,3.6,4.8,2.4,1.2,26,4,3,4,4,46,25,10,1,"B",0,"L",4976,2027,533,"Y"
"Female",5,2,4.8,3.6,6,1.2,54,3,1,3,2,44,16,10,1,"B",0,"L",1292,293,628,"Y"
"Male",3,3,4.8,2.4,6,3.6,6,1,1,3,4,45,4,40,3,"B",0,"L",3850,5489,287,"N"
"Male",4,2,4.8,1.2,6,6,4,1,3,2,1,48,1,50,5,"B",0,"L",724,8586,589,"N"
"Female",1,4,2.4,1.2,4.8,3.6,4,2,1,4,3,29,9,10,3,"B",0,"D",2105,3407,1069,"N"
"Male",5,5,4.8,6,4.8,1.2,0,4,3,5,5,46,25,10,1,"B",83,"L",3777,3768,2321,"Y"
"Female",3,5,3.6,6,3.6,6,0,1,1,4,2,40,1,40,2,"B",0,"L",8617,9986,329,"N"
"Male",3,3,4.8,4.8,2.4,0,0,1,1,1,3,34,25,30,0,"B",18,"L",2768,8081,153,"Y"
"Male",3,2,4.8,3.6,6,3.6,0,4,3,4,3,50,9,30,3,"P",0,"L",5451,1327,1579,"Y"
"Female",1,4,2.4,6,3.6,3.6,0,5,3,5,5,54,4,30,4,"B",0,"L",9015,8176,250,"Y"
"Female",3,4,6,3.6,6,4.8,3,2,1,4,5,21,25,40,4,"B",57,"L",2831,3762,762,"Y"
"Female",2,5,2.4,4.8,3.6,4.8,13,5,1,5,5,70,25,20,3,"P",4,"L",9324,5688,1145,"N"
"Female",1,2,2.4,6,4.8,3.6,25,5,3,3,5,54,25,30,4,"B",0,"L",7057,7987,185,"Y"
"Female",4,3,4.8,6,4.8,6,0,3,1,1,5,24,16,40,3,"P",243,"L",6641,7159,1562,"N"
"Female",2,3,3.6,4.8,2.4,2.4,0,1,3,3,4,23,1,20,2,"B",0,"L",230,26,2793,"N"
"Male",3,4,6,4.8,3.6,4.8,4,2,1,4,4,16,25,30,0,"P",0,"L",7626,3842,920,"Y"
"Female",5,3,6,2.4,4.8,1.2,0,2,3,2,2,49,4,10,1,"P",79,"L",2139,3264,308,"N"
"Male",4,4,1.2,4.8,4.8,1.2,0,4,3,4,4,51,25,10,1,"B",0,"L",5745,6535,1972,"Y"
"Female",1,4,6,6,3.6,2.4,0,5,2,5,5,47,16,20,2,"P",0,"L",8124,195,201,"Y"
"Male",4,3,6,6,6,4.8,33,4,3,4,4,31,9,40,4,"B",0,"L",1591,5993,484,"Y"
"Female",3,5,6,3.6,6,4.8,18,3,3,5,5,22,16,30,4,"B",1,"L",6209,3964,1825,"N"
"Male",5,3,4.8,3.6,4.8,2.4,1,3,1,2,3,57,16,20,2,"P",0,"L",9835,5310,436,"N"
"Male",4,3,3.6,2.4,2.4,1.2,0,2,3,5,2,49,25,10,1,"B",9,"L",7824,5600,3845,"Y"
"Female",2,1,4.8,3.6,1.2,2.4,0,2,3,3,4,37,25,10,2,"B",0,"D",8279,2605,236,"N"
"Female",1,2,4.8,6,3.6,6,0,5,3,3,5,45,16,50,5,"P",44,"L",4959,4282,2529,"Y"
"Female",4,3,6,3.6,4.8,4.8,45,2,2,2,5,30,9,50,2,"B",0,"L",4607,4679,472,"N"
"Male",2,4,1.2,2.4,3.6,3.6,0,1,3,3,2,31,16,30,4,"B",1,"L",3270,7334,3916,"Y"
"Male",1,1,6,4.8,3.6,6,77,5,1,5,5,60,25,10,2,"P",0,"L",7801,8082,738,"N"
